Accession,Release_Date,Species,Length,Sequence_Type,Nuc_Completeness,Geo_Location,USA,Host,Isolation_Source,Collection_Date,GenBank_Title
MT706303,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,2020-03-20,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-175/2020, complete genome"
MT706304,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-20,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-176/2020, complete genome"
MT706305,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-20,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-177/2020, complete genome"
MT706306,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-20,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-178/2020, complete genome"
MT706307,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-179/2020, complete genome"
MT706308,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-180/2020, complete genome"
MT706309,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-22,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-181/2020, complete genome"
MT706310,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-22,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-182/2020, complete genome"
MT706311,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-22,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-183/2020, complete genome"
MT706312,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-22,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-184/2020, complete genome"
MT706313,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-22,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-185/2020, complete genome"
MT706314,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-186/2020, complete genome"
MT706315,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-187/2020, complete genome"
MT706317,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-189/2020, complete genome"
MT706318,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-190/2020, complete genome"
MT706319,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-191/2020, complete genome"
MT706320,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-192/2020, complete genome"
MT706321,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Washington county",WI,Homo sapiens,oronasopharynx,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-193/2020, complete genome"
MT706322,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-194/2020, complete genome"
MT706323,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-195/2020, complete genome"
MT706324,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-196/2020, complete genome"
MT706325,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-197/2020, complete genome"
MT706326,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Waukesha county",WI,Homo sapiens,oronasopharynx,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-198/2020, complete genome"
MT706327,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Waukesha county",WI,Homo sapiens,oronasopharynx,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-199/2020, complete genome"
MT706328,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-200/2020, complete genome"
MT706329,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-201/2020, complete genome"
MT706330,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-202/2020, complete genome"
MT706331,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-203/2020, complete genome"
MT706332,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Fond du Lac county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-204/2020, complete genome"
MT706333,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-205/2020, complete genome"
MT706334,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-206/2020, complete genome"
MT706335,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-207/2020, complete genome"
MT706336,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-208/2020, complete genome"
MT706337,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-209/2020, complete genome"
MT706338,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-210/2020, complete genome"
MT706339,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-211/2020, complete genome"
MT706340,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-212/2020, complete genome"
MT706341,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-213/2020, complete genome"
MT706342,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-214/2020, complete genome"
MT706343,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-215/2020, complete genome"
MT706344,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-216/2020, complete genome"
MT706345,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-217/2020, complete genome"
MT706346,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-218/2020, complete genome"
MT706347,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-219/2020, complete genome"
MT706348,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-220/2020, complete genome"
MT706349,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-221/2020, complete genome"
MT706350,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-222/2020, complete genome"
MT706351,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-223/2020, complete genome"
MT706352,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Waukesha county",WI,Homo sapiens,oronasopharynx,2020-03-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-224/2020, complete genome"
MT706353,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-225/2020, complete genome"
MT706354,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-226/2020, complete genome"
MT706355,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-227/2020, complete genome"
MT706356,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-228/2020, complete genome"
MT706357,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-229/2020, complete genome"
MT706358,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-230/2020, complete genome"
MT706359,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-231/2020, complete genome"
MT706360,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-232/2020, complete genome"
MT706361,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-233/2020, complete genome"
MT706362,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-234/2020, complete genome"
MT706363,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-235/2020, complete genome"
MT706364,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-236/2020, complete genome"
MT706365,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-237/2020, complete genome"
MT706366,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-03-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-238/2020, complete genome"
